ID,checking_balance,months_loan_duration,credit_history,purpose,amount,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,job,dependents,telephone,foreign_worker,default
821,unknown,12,repaid,car (new),1101,1 - 4 yrs,3,married male,none,2,real estate,27,none,own,2,skilled employee,1,yes,yes,0
822,> 200 $,12,repaid,radio/tv,3016,1 - 4 yrs,3,married male,none,1,other,24,none,own,1,skilled employee,1,none,yes,0
823,< 0 $,36,repaid,furniture,2712,> 7 yrs,2,single male,none,2,building society savings,41,bank,own,1,skilled employee,2,none,yes,1
824,< 0 $,8,critical,car (new),731,> 7 yrs,4,single male,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,0
825,unknown,18,critical,furniture,3780,0 - 1 yrs,3,divorced male,none,2,other,35,none,own,2,mangement self-employed,1,yes,yes,0
826,< 0 $,21,critical,car (new),1602,> 7 yrs,4,married male,none,3,other,30,none,own,2,skilled employee,1,yes,yes,0
827,< 0 $,18,critical,car (new),3966,> 7 yrs,1,female,none,4,real estate,33,bank,rent,3,skilled employee,1,yes,yes,1
828,unknown,18,fully repaid,business,4165,1 - 4 yrs,2,single male,none,2,other,36,stores,own,2,skilled employee,2,none,yes,1
829,< 0 $,36,repaid,car (used),8335,> 7 yrs,3,single male,none,4,unknown/none,47,none,for free,1,skilled employee,1,none,yes,1
830,1 - 200 $,48,delayed,business,6681,1 - 4 yrs,4,single male,none,4,unknown/none,38,none,for free,1,skilled employee,2,yes,yes,0
831,unknown,24,delayed,business,2375,1 - 4 yrs,4,single male,none,2,other,44,none,own,2,skilled employee,2,yes,yes,0
832,< 0 $,18,repaid,car (new),1216,0 - 1 yrs,4,female,none,3,other,23,none,rent,1,skilled employee,1,yes,yes,1
833,< 0 $,45,fully repaid,business,11816,> 7 yrs,2,single male,none,4,other,29,none,rent,2,skilled employee,1,none,yes,1
834,1 - 200 $,24,repaid,radio/tv,5084,> 7 yrs,2,female,none,4,other,42,none,own,1,skilled employee,1,yes,yes,0
835,> 200 $,15,repaid,radio/tv,2327,0 - 1 yrs,2,female,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,1
836,< 0 $,12,fully repaid,car (new),1082,1 - 4 yrs,4,single male,none,4,other,48,bank,own,2,skilled employee,1,none,yes,1
837,unknown,12,repaid,radio/tv,886,1 - 4 yrs,4,female,none,2,other,21,none,own,1,skilled employee,1,none,yes,0
838,unknown,4,repaid,furniture,601,0 - 1 yrs,1,female,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,0
839,< 0 $,24,critical,car (used),2957,> 7 yrs,4,single male,none,4,building society savings,63,none,own,2,skilled employee,1,yes,yes,0
840,unknown,24,critical,radio/tv,2611,> 7 yrs,4,married male,co-applicant,3,real estate,46,none,own,2,skilled employee,1,none,yes,0
841,< 0 $,36,repaid,furniture,5179,4 - 7 yrs,4,single male,none,2,building society savings,29,none,own,1,skilled employee,1,none,yes,1
842,unknown,21,delayed,car (used),2993,1 - 4 yrs,3,single male,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,0
843,unknown,18,repaid,repairs,1943,0 - 1 yrs,4,female,none,4,real estate,23,none,own,1,skilled employee,1,none,yes,1
844,unknown,24,fully repaid this bank,business,1559,4 - 7 yrs,4,single male,none,4,other,50,bank,own,1,skilled employee,1,yes,yes,0
845,unknown,18,repaid,furniture,3422,> 7 yrs,4,single male,none,4,building society savings,47,bank,own,3,skilled employee,2,yes,yes,0
846,1 - 200 $,21,repaid,furniture,3976,4 - 7 yrs,2,single male,none,3,other,35,none,own,1,skilled employee,1,yes,yes,0
847,unknown,18,repaid,car (new),6761,1 - 4 yrs,2,single male,none,4,other,68,none,rent,2,skilled employee,1,none,yes,1
848,unknown,24,repaid,car (new),1249,0 - 1 yrs,4,married male,none,2,real estate,28,none,own,1,skilled employee,1,none,yes,0
849,< 0 $,9,repaid,radio/tv,1364,4 - 7 yrs,3,single male,none,4,real estate,59,none,own,1,skilled employee,1,none,yes,0
850,< 0 $,12,repaid,radio/tv,709,> 7 yrs,4,single male,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,1
851,< 0 $,20,critical,car (new),2235,1 - 4 yrs,4,married male,guarantor,2,building society savings,33,bank,rent,2,skilled employee,1,none,no,1
852,unknown,24,critical,car (used),4042,4 - 7 yrs,3,single male,none,4,building society savings,43,none,own,2,skilled employee,1,yes,yes,0
853,unknown,15,critical,radio/tv,1471,1 - 4 yrs,4,single male,none,4,unknown/none,35,none,for free,2,skilled employee,1,yes,yes,0
854,< 0 $,18,fully repaid this bank,car (new),1442,4 - 7 yrs,4,single male,none,4,unknown/none,32,none,for free,2,unskilled resident,2,none,yes,1
855,unknown,36,delayed,car (new),10875,> 7 yrs,2,single male,none,2,other,45,none,own,2,skilled employee,2,yes,yes,0
856,unknown,24,repaid,car (new),1474,0 - 1 yrs,4,married male,none,3,real estate,33,none,own,1,skilled employee,1,yes,yes,0
857,unknown,10,repaid,retraining,894,4 - 7 yrs,4,female,none,3,building society savings,40,none,own,1,skilled employee,1,yes,yes,0
858,unknown,15,critical,furniture,3343,1 - 4 yrs,4,single male,none,2,unknown/none,28,none,for free,1,skilled employee,1,yes,yes,0
859,< 0 $,15,repaid,car (new),3959,1 - 4 yrs,3,female,none,2,building society savings,29,none,own,1,skilled employee,1,yes,yes,1
860,unknown,9,repaid,car (new),3577,1 - 4 yrs,1,single male,guarantor,2,real estate,26,none,rent,1,skilled employee,2,none,no,0
861,unknown,24,critical,car (used),5804,1 - 4 yrs,4,single male,none,2,real estate,27,none,own,2,skilled employee,1,none,yes,0
862,unknown,18,delayed,business,2169,1 - 4 yrs,4,married male,none,2,other,28,none,own,1,skilled employee,1,yes,yes,1
863,< 0 $,24,repaid,radio/tv,2439,0 - 1 yrs,4,female,none,4,real estate,35,none,own,1,skilled employee,1,yes,yes,1
864,unknown,27,critical,furniture,4526,0 - 1 yrs,4,single male,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,0
865,unknown,10,repaid,furniture,2210,1 - 4 yrs,2,single male,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,1
866,unknown,15,repaid,furniture,2221,1 - 4 yrs,2,female,none,4,other,20,none,rent,1,skilled employee,1,none,yes,0
867,< 0 $,18,repaid,radio/tv,2389,0 - 1 yrs,4,female,none,1,other,27,stores,own,1,skilled employee,1,none,yes,0
868,unknown,12,critical,furniture,3331,> 7 yrs,2,single male,none,4,building society savings,42,stores,own,1,skilled employee,1,none,yes,0
869,unknown,36,repaid,business,7409,> 7 yrs,3,single male,none,2,building society savings,37,none,own,2,skilled employee,1,none,yes,0
870,< 0 $,12,repaid,furniture,652,> 7 yrs,4,female,none,4,building society savings,24,none,rent,1,skilled employee,1,none,yes,0
871,unknown,36,delayed,furniture,7678,4 - 7 yrs,2,female,none,4,other,40,none,own,2,skilled employee,1,yes,yes,0
872,> 200 $,6,critical,car (new),1343,> 7 yrs,1,single male,none,4,real estate,46,none,own,2,skilled employee,2,none,no,0
873,< 0 $,24,critical,business,1382,4 - 7 yrs,4,single male,none,1,real estate,26,none,own,2,skilled employee,1,yes,yes,0
874,unknown,15,repaid,domestic appliances,874,0 - 1 yrs,4,female,none,1,real estate,24,none,own,1,skilled employee,1,none,yes,0
875,< 0 $,12,repaid,furniture,3590,1 - 4 yrs,2,single male,co-applicant,2,building society savings,29,none,own,1,unskilled resident,2,none,yes,0
876,1 - 200 $,11,critical,car (new),1322,1 - 4 yrs,4,female,none,4,other,40,none,own,2,skilled employee,1,none,yes,0
877,< 0 $,18,fully repaid this bank,radio/tv,1940,0 - 1 yrs,3,single male,co-applicant,4,unknown/none,36,bank,for free,1,mangement self-employed,1,yes,yes,0
878,unknown,36,repaid,radio/tv,3595,> 7 yrs,4,single male,none,2,other,28,none,own,1,skilled employee,1,none,yes,0
879,< 0 $,9,repaid,car (new),1422,0 - 1 yrs,3,single male,none,2,unknown/none,27,none,for free,1,mangement self-employed,1,yes,yes,1
880,unknown,30,critical,radio/tv,6742,4 - 7 yrs,2,single male,none,3,building society savings,36,none,own,2,skilled employee,1,none,yes,0
881,unknown,24,repaid,car (used),7814,4 - 7 yrs,3,single male,none,3,other,38,none,own,1,mangement self-employed,1,yes,yes,0
882,unknown,24,repaid,car (used),9277,1 - 4 yrs,2,divorced male,none,4,unknown/none,48,none,for free,1,skilled employee,1,yes,yes,0
883,1 - 200 $,30,critical,car (new),2181,> 7 yrs,4,single male,none,4,real estate,36,none,own,2,skilled employee,1,none,yes,0
884,unknown,18,critical,radio/tv,1098,unemployed,4,female,none,4,other,65,none,own,2,unemployed non-resident,1,none,yes,0
885,1 - 200 $,24,repaid,furniture,4057,4 - 7 yrs,3,divorced male,none,3,other,43,none,own,1,skilled employee,1,yes,yes,1
886,< 0 $,12,repaid,education,795,0 - 1 yrs,4,female,none,4,building society savings,53,none,own,1,skilled employee,1,none,yes,1
887,1 - 200 $,24,critical,business,2825,4 - 7 yrs,4,single male,none,3,unknown/none,34,none,own,2,skilled employee,2,yes,yes,0
888,1 - 200 $,48,repaid,business,15672,1 - 4 yrs,2,single male,none,2,other,23,none,own,1,skilled employee,1,yes,yes,1
889,unknown,36,critical,car (new),6614,> 7 yrs,4,single male,none,4,other,34,none,own,2,mangement self-employed,1,yes,yes,0
890,unknown,28,fully repaid this bank,car (used),7824,0 - 1 yrs,3,single male,guarantor,4,real estate,40,bank,rent,2,skilled employee,2,yes,yes,0
891,< 0 $,27,critical,business,2442,> 7 yrs,4,single male,none,4,other,43,stores,own,4,mangement self-employed,2,yes,yes,0
892,unknown,15,critical,radio/tv,1829,> 7 yrs,4,single male,none,4,other,46,none,own,2,skilled employee,1,yes,yes,0
893,< 0 $,12,critical,car (new),2171,1 - 4 yrs,4,single male,none,4,building society savings,38,bank,own,2,unskilled resident,1,none,no,0
894,1 - 200 $,36,critical,car (used),5800,1 - 4 yrs,3,single male,none,4,other,34,none,own,2,skilled employee,1,yes,yes,0
895,unknown,18,critical,radio/tv,1169,1 - 4 yrs,4,single male,none,3,building society savings,29,none,own,2,skilled employee,1,yes,yes,0
896,unknown,36,delayed,car (used),8947,4 - 7 yrs,3,single male,none,2,other,31,stores,own,1,mangement self-employed,2,yes,yes,0
897,< 0 $,21,repaid,radio/tv,2606,0 - 1 yrs,4,female,none,4,building society savings,28,none,rent,1,mangement self-employed,1,yes,yes,0
898,unknown,12,critical,furniture,1592,4 - 7 yrs,3,female,none,2,building society savings,35,none,own,1,skilled employee,1,none,no,0
899,unknown,15,repaid,furniture,2186,4 - 7 yrs,1,female,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,0
900,< 0 $,18,repaid,furniture,4153,1 - 4 yrs,2,single male,co-applicant,3,other,42,none,own,1,skilled employee,1,none,yes,1
901,< 0 $,16,critical,car (new),2625,> 7 yrs,2,single male,guarantor,4,building society savings,43,bank,rent,1,skilled employee,1,yes,yes,1
902,unknown,20,critical,car (new),3485,0 - 1 yrs,2,divorced male,none,4,real estate,44,none,own,2,skilled employee,1,yes,yes,0
903,unknown,36,critical,car (used),10477,> 7 yrs,2,single male,none,4,unknown/none,42,none,for free,2,skilled employee,1,none,yes,0
904,unknown,15,repaid,radio/tv,1386,1 - 4 yrs,4,married male,none,2,real estate,40,none,rent,1,skilled employee,1,yes,yes,0
905,unknown,24,repaid,radio/tv,1278,> 7 yrs,4,single male,none,1,real estate,36,none,own,1,mangement self-employed,1,yes,yes,0
906,< 0 $,12,repaid,radio/tv,1107,1 - 4 yrs,2,single male,none,2,real estate,20,none,rent,1,mangement self-employed,2,yes,yes,0
907,< 0 $,21,repaid,car (new),3763,4 - 7 yrs,2,single male,co-applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,0
908,1 - 200 $,36,repaid,education,3711,1 - 4 yrs,2,married male,none,2,other,27,none,own,1,skilled employee,1,none,yes,0
909,unknown,15,delayed,car (used),3594,0 - 1 yrs,1,female,none,2,building society savings,46,none,own,2,unskilled resident,1,none,yes,0
910,1 - 200 $,9,repaid,car (new),3195,1 - 4 yrs,1,female,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,0
911,unknown,36,delayed,radio/tv,4454,1 - 4 yrs,4,female,none,4,real estate,34,none,own,2,skilled employee,1,none,yes,0
912,1 - 200 $,24,critical,furniture,4736,0 - 1 yrs,2,female,none,4,other,25,bank,own,1,unskilled resident,1,none,yes,1
913,1 - 200 $,30,repaid,radio/tv,2991,> 7 yrs,2,female,none,4,other,25,none,own,1,skilled employee,1,none,yes,0
914,unknown,11,repaid,business,2142,> 7 yrs,1,divorced male,none,2,real estate,28,none,own,1,skilled employee,1,yes,yes,0
915,< 0 $,24,fully repaid this bank,business,3161,1 - 4 yrs,4,single male,none,2,building society savings,31,none,rent,1,skilled employee,1,yes,yes,1
916,1 - 200 $,48,fully repaid,others,18424,1 - 4 yrs,1,female,none,2,building society savings,32,bank,own,1,mangement self-employed,1,yes,no,1
917,unknown,10,repaid,car (used),2848,1 - 4 yrs,1,single male,co-applicant,2,real estate,32,none,own,1,skilled employee,2,none,yes,0
918,< 0 $,6,repaid,car (new),14896,> 7 yrs,1,single male,none,4,unknown/none,68,bank,own,1,mangement self-employed,1,yes,yes,1
919,< 0 $,24,repaid,furniture,2359,unemployed,1,divorced male,none,1,building society savings,33,none,own,1,skilled employee,1,none,yes,1
920,< 0 $,24,repaid,furniture,3345,> 7 yrs,4,single male,none,2,building society savings,39,none,rent,1,mangement self-employed,1,yes,yes,1
921,unknown,18,critical,furniture,1817,1 - 4 yrs,4,female,none,2,unknown/none,28,none,own,2,skilled employee,1,none,yes,0
922,unknown,48,delayed,radio/tv,12749,4 - 7 yrs,4,single male,none,1,other,37,none,own,1,mangement self-employed,1,yes,yes,0
923,< 0 $,9,repaid,radio/tv,1366,0 - 1 yrs,3,female,none,4,building society savings,22,none,rent,1,skilled employee,1,none,yes,1
924,1 - 200 $,12,repaid,car (new),2002,4 - 7 yrs,3,single male,none,4,building society savings,30,none,rent,1,skilled employee,2,yes,yes,0
925,< 0 $,24,fully repaid this bank,furniture,6872,0 - 1 yrs,2,divorced male,none,1,building society savings,55,bank,own,1,skilled employee,1,yes,yes,1
926,< 0 $,12,fully repaid this bank,car (new),697,0 - 1 yrs,4,single male,none,2,other,46,bank,own,2,skilled employee,1,yes,yes,1
927,< 0 $,18,critical,furniture,1049,0 - 1 yrs,4,female,none,4,building society savings,21,none,rent,1,skilled employee,1,none,yes,0
928,< 0 $,48,repaid,car (used),10297,4 - 7 yrs,4,single male,none,4,unknown/none,39,stores,for free,3,skilled employee,2,yes,yes,1
929,unknown,30,repaid,radio/tv,1867,> 7 yrs,4,single male,none,4,other,58,none,own,1,skilled employee,1,yes,yes,0
930,< 0 $,12,delayed,car (new),1344,1 - 4 yrs,4,single male,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,0
931,< 0 $,24,repaid,furniture,1747,0 - 1 yrs,4,single male,co-applicant,1,building society savings,24,none,own,1,unskilled resident,1,none,no,0
932,1 - 200 $,9,repaid,radio/tv,1670,0 - 1 yrs,4,female,none,2,other,22,none,own,1,skilled employee,1,yes,yes,1
933,unknown,9,critical,car (new),1224,1 - 4 yrs,3,single male,none,1,real estate,30,none,own,2,skilled employee,1,none,yes,0
934,unknown,12,critical,radio/tv,522,> 7 yrs,4,single male,none,4,building society savings,42,none,own,2,skilled employee,2,yes,yes,0
935,< 0 $,12,repaid,radio/tv,1498,1 - 4 yrs,4,female,none,1,other,23,bank,own,1,skilled employee,1,none,yes,0
936,1 - 200 $,30,delayed,radio/tv,1919,0 - 1 yrs,4,single male,none,3,unknown/none,30,stores,own,2,mangement self-employed,1,none,yes,1
937,> 200 $,9,repaid,radio/tv,745,1 - 4 yrs,3,female,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,1
938,1 - 200 $,6,repaid,radio/tv,2063,0 - 1 yrs,4,married male,none,3,other,30,none,rent,1,mangement self-employed,1,yes,yes,0
939,1 - 200 $,60,repaid,education,6288,1 - 4 yrs,4,single male,none,4,unknown/none,42,none,for free,1,skilled employee,1,none,yes,1
940,unknown,24,critical,car (used),6842,1 - 4 yrs,2,single male,none,4,building society savings,46,none,own,2,mangement self-employed,2,yes,yes,0
941,unknown,12,repaid,car (new),3527,0 - 1 yrs,2,single male,none,3,building society savings,45,none,own,1,mangement self-employed,2,yes,yes,0
942,unknown,10,repaid,car (new),1546,1 - 4 yrs,3,single male,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,0
943,unknown,24,repaid,furniture,929,4 - 7 yrs,4,single male,none,2,other,31,stores,own,1,skilled employee,1,yes,yes,0
944,unknown,4,critical,car (new),1455,4 - 7 yrs,2,single male,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,0
945,< 0 $,15,repaid,furniture,1845,0 - 1 yrs,4,female,guarantor,1,building society savings,46,none,rent,1,skilled employee,1,none,yes,0
946,1 - 200 $,48,fully repaid,car (new),8358,0 - 1 yrs,1,female,none,1,other,30,none,own,2,skilled employee,1,none,yes,0
947,< 0 $,24,fully repaid this bank,furniture,3349,0 - 1 yrs,4,single male,none,4,unknown/none,30,none,for free,1,skilled employee,2,yes,yes,1
948,unknown,12,repaid,car (new),2859,unemployed,4,single male,none,4,unknown/none,38,none,own,1,mangement self-employed,1,yes,yes,0
949,unknown,18,repaid,furniture,1533,0 - 1 yrs,4,married male,co-applicant,1,building society savings,43,none,own,1,unskilled resident,2,none,yes,1
950,unknown,24,repaid,radio/tv,3621,> 7 yrs,2,single male,none,4,other,31,none,own,2,skilled employee,1,none,yes,1
951,1 - 200 $,18,critical,business,3590,unemployed,3,married male,none,3,other,40,none,own,3,unemployed non-resident,2,yes,yes,0
952,< 0 $,36,delayed,business,2145,4 - 7 yrs,2,single male,none,1,other,24,none,own,2,skilled employee,1,yes,yes,1
953,1 - 200 $,24,repaid,car (used),4113,0 - 1 yrs,3,female,none,4,other,28,none,rent,1,skilled employee,1,none,yes,1
954,unknown,36,repaid,furniture,10974,unemployed,4,female,none,2,other,26,none,own,2,mangement self-employed,1,yes,yes,1
955,< 0 $,12,repaid,car (new),1893,1 - 4 yrs,4,female,guarantor,4,building society savings,29,none,own,1,skilled employee,1,yes,yes,0
956,< 0 $,24,critical,radio/tv,1231,> 7 yrs,4,female,none,4,building society savings,57,none,rent,2,mangement self-employed,1,yes,yes,0
957,> 200 $,30,critical,radio/tv,3656,> 7 yrs,4,single male,none,4,building society savings,49,stores,own,2,unskilled resident,1,none,yes,0
958,1 - 200 $,9,critical,radio/tv,1154,> 7 yrs,2,single male,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,0
959,< 0 $,28,repaid,car (new),4006,1 - 4 yrs,3,single male,none,2,other,45,none,own,1,unskilled resident,1,none,yes,1
960,1 - 200 $,24,repaid,furniture,3069,> 7 yrs,4,single male,none,4,unknown/none,30,none,for free,1,skilled employee,1,none,yes,0
961,unknown,6,critical,radio/tv,1740,> 7 yrs,2,married male,none,2,real estate,30,none,rent,2,skilled employee,1,none,yes,0
962,1 - 200 $,21,delayed,car (new),2353,1 - 4 yrs,1,divorced male,none,4,building society savings,47,none,own,2,skilled employee,1,none,yes,0
963,unknown,15,repaid,car (new),3556,1 - 4 yrs,3,single male,none,2,unknown/none,29,none,own,1,skilled employee,1,none,yes,0
964,unknown,24,repaid,radio/tv,2397,> 7 yrs,3,single male,none,2,other,35,bank,own,2,skilled employee,1,yes,yes,1
965,1 - 200 $,6,repaid,repairs,454,0 - 1 yrs,3,married male,none,1,building society savings,22,none,own,1,unskilled resident,1,none,yes,0
966,1 - 200 $,30,repaid,radio/tv,1715,1 - 4 yrs,4,female,none,1,other,26,none,own,1,skilled employee,1,none,yes,0
967,1 - 200 $,27,critical,radio/tv,2520,1 - 4 yrs,4,single male,none,2,building society savings,23,none,own,2,unskilled resident,1,none,yes,1
968,unknown,15,repaid,radio/tv,3568,> 7 yrs,4,female,none,2,other,54,bank,rent,1,mangement self-employed,1,yes,yes,0
969,unknown,42,repaid,radio/tv,7166,4 - 7 yrs,2,married male,none,4,building society savings,29,none,rent,1,skilled employee,1,yes,yes,0
970,< 0 $,11,critical,car (new),3939,1 - 4 yrs,1,single male,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,0
971,1 - 200 $,15,repaid,repairs,1514,1 - 4 yrs,4,single male,guarantor,2,real estate,22,none,own,1,skilled employee,1,none,yes,0
972,unknown,24,repaid,car (new),7393,1 - 4 yrs,1,single male,none,4,building society savings,43,none,own,1,unskilled resident,2,none,yes,0
973,< 0 $,24,fully repaid this bank,car (new),1193,unemployed,1,female,co-applicant,4,unknown/none,29,none,rent,2,unemployed non-resident,1,none,yes,1
974,< 0 $,60,repaid,business,7297,> 7 yrs,4,single male,co-applicant,4,unknown/none,36,none,rent,1,skilled employee,1,none,yes,1
975,unknown,30,critical,radio/tv,2831,1 - 4 yrs,4,female,none,2,other,33,none,own,1,skilled employee,1,yes,yes,0
976,> 200 $,24,repaid,radio/tv,1258,1 - 4 yrs,3,female,none,3,other,57,none,own,1,unskilled resident,1,none,yes,0
977,1 - 200 $,6,repaid,radio/tv,753,1 - 4 yrs,2,female,guarantor,3,real estate,64,none,own,1,skilled employee,1,none,yes,0
978,1 - 200 $,18,delayed,business,2427,> 7 yrs,4,single male,none,2,building society savings,42,none,own,2,skilled employee,1,none,yes,0
979,unknown,24,delayed,car (new),2538,> 7 yrs,4,single male,none,4,other,47,none,own,2,unskilled resident,2,none,yes,1
980,1 - 200 $,15,fully repaid this bank,car (new),1264,1 - 4 yrs,2,married male,none,2,building society savings,25,none,rent,1,skilled employee,1,none,yes,1
981,1 - 200 $,30,critical,furniture,8386,4 - 7 yrs,2,single male,none,2,building society savings,49,none,own,1,skilled employee,1,none,yes,1
982,unknown,48,repaid,business,4844,unemployed,3,single male,none,2,other,33,bank,rent,1,mangement self-employed,1,yes,yes,1
983,> 200 $,21,repaid,car (new),2923,1 - 4 yrs,1,female,none,1,other,28,bank,own,1,mangement self-employed,1,yes,yes,0
984,< 0 $,36,repaid,car (used),8229,1 - 4 yrs,2,single male,none,2,building society savings,26,none,own,1,skilled employee,2,none,yes,1
985,unknown,24,critical,furniture,2028,4 - 7 yrs,2,single male,none,2,building society savings,30,none,own,2,unskilled resident,1,none,yes,0
986,< 0 $,15,critical,furniture,1433,1 - 4 yrs,4,female,none,3,building society savings,25,none,rent,2,skilled employee,1,none,yes,0
987,> 200 $,42,fully repaid,business,6289,0 - 1 yrs,2,divorced male,none,1,building society savings,33,none,own,2,skilled employee,1,none,yes,0
988,unknown,13,repaid,radio/tv,1409,unemployed,2,female,none,4,real estate,64,none,own,1,skilled employee,1,none,yes,0
989,< 0 $,24,repaid,car (used),6579,unemployed,4,single male,none,2,unknown/none,29,none,for free,1,mangement self-employed,1,yes,yes,0
990,1 - 200 $,24,critical,radio/tv,1743,> 7 yrs,4,single male,none,2,building society savings,48,none,own,2,unskilled resident,1,none,yes,0
991,unknown,12,critical,education,3565,0 - 1 yrs,2,single male,none,1,building society savings,37,none,own,2,unskilled resident,2,none,yes,0
992,unknown,15,fully repaid this bank,radio/tv,1569,> 7 yrs,4,single male,none,4,other,34,bank,own,1,unskilled resident,2,none,yes,0
993,< 0 $,18,repaid,radio/tv,1936,4 - 7 yrs,2,married male,none,4,other,23,none,rent,2,unskilled resident,1,none,yes,0
994,< 0 $,36,repaid,furniture,3959,unemployed,4,single male,none,3,building society savings,30,none,own,1,mangement self-employed,1,yes,yes,0
995,unknown,12,repaid,car (new),2390,> 7 yrs,4,single male,none,3,other,50,none,own,1,skilled employee,1,yes,yes,0
996,unknown,12,repaid,furniture,1736,4 - 7 yrs,3,female,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,0
997,< 0 $,30,repaid,car (used),3857,1 - 4 yrs,4,divorced male,none,4,building society savings,40,none,own,1,mangement self-employed,1,yes,yes,0
998,unknown,12,repaid,radio/tv,804,> 7 yrs,4,single male,none,4,other,38,none,own,1,skilled employee,1,none,yes,0
999,< 0 $,45,repaid,radio/tv,1845,1 - 4 yrs,4,single male,none,4,unknown/none,23,none,for free,1,skilled employee,1,yes,yes,1
1000,1 - 200 $,45,critical,car (used),4576,unemployed,3,single male,none,4,other,27,none,own,1,skilled employee,1,none,yes,0
